,location_x,latitude_x,longitude_x,location_y,latitude_y,longitude_y,distance
1214,"San Antonio, TX, USA",29.4251905,-98.4945922,"San Francisco, CA, USA",37.7749295,-122.4194155,2393.66
1215,"San Antonio, TX, USA",29.4251905,-98.4945922,"Detroit, MI, USA",42.331427,-83.0457538,1992.92
1216,"San Antonio, TX, USA",29.4251905,-98.4945922,"Minneapolis, MN, USA",44.977753,-93.2650108,1789.29
1217,"San Antonio, TX, USA",29.4251905,-98.4945922,"San Diego, CA, USA",32.715738,-117.1610838,1812.53
1218,"San Antonio, TX, USA",29.4251905,-98.4945922,"Tampa, FL, USA",27.950575,-82.4571776,1571.69
1219,"San Antonio, TX, USA",29.4251905,-98.4945922,"Denver, CO, USA",39.7392358,-104.990251,1290.93
1220,"San Antonio, TX, USA",29.4251905,-98.4945922,"Baltimore, MD, USA",39.2903848,-76.6121893,2279.99
1221,"San Antonio, TX, USA",29.4251905,-98.4945922,"St. Louis, MO, USA",38.6270025,-90.1994042,1275.94
1222,"San Antonio, TX, USA",29.4251905,-98.4945922,"Charlotte, NC, USA",35.2270869,-80.8431267,1776.4
1223,"San Antonio, TX, USA",29.4251905,-98.4945922,"Orlando, FL, USA",28.5383832,-81.3789269,1666.27
1224,"San Antonio, TX, USA",29.4251905,-98.4945922,"San Antonio, TX, USA",29.4251905,-98.4945922,10.0
1225,"San Antonio, TX, USA",29.4251905,-98.4945922,"Sacramento, CA, USA",38.5815719,-121.4943996,2343.05
1226,"San Antonio, TX, USA",29.4251905,-98.4945922,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,2077.08
1227,"San Antonio, TX, USA",29.4251905,-98.4945922,"Austin, TX, USA",30.267153,-97.7430608,118.4
1228,"San Antonio, TX, USA",29.4251905,-98.4945922,"Las Vegas, NV, USA",36.171563,-115.1391009,1723.88
1229,"San Antonio, TX, USA",29.4251905,-98.4945922,"Cincinnati, OH, USA",39.1031182,-84.5120196,1672.47
1230,"San Antonio, TX, USA",29.4251905,-98.4945922,"Kansas City, MO, USA",39.0997265,-94.5785667,1134.03
1231,"San Antonio, TX, USA",29.4251905,-98.4945922,"Columbus, OH, USA",39.9611755,-82.99879419999999,1833.52
1232,"San Antonio, TX, USA",29.4251905,-98.4945922,"Indianapolis, IN, USA",39.768403,-86.158068,1608.67
1233,"San Antonio, TX, USA",29.4251905,-98.4945922,"Cleveland, OH, USA",41.49932,-81.6943605,2022.47
1234,"San Antonio, TX, USA",29.4251905,-98.4945922,"Nashville, TN, USA",36.1626638,-86.7816016,1325.0
1235,"San Antonio, TX, USA",29.4251905,-98.4945922,"San Jose, CA, USA",37.33874,-121.8852525,2335.33
1236,"San Antonio, TX, USA",29.4251905,-98.4945922,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,2246.25
1237,"San Antonio, TX, USA",29.4251905,-98.4945922,"Providence, RI, USA",41.8239891,-71.4128343,2791.85
1238,"San Antonio, TX, USA",29.4251905,-98.4945922,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,1625.17
1239,"San Antonio, TX, USA",29.4251905,-98.4945922,"Milwaukee, WI, USA",43.0389025,-87.9064736,1783.65
1240,"San Antonio, TX, USA",29.4251905,-98.4945922,"Raleigh, NC, USA",35.7795897,-78.6381787,1985.17
1241,"San Antonio, TX, USA",29.4251905,-98.4945922,"Oklahoma City, OK, USA",35.4675602,-97.5164276,678.11
1242,"San Antonio, TX, USA",29.4251905,-98.4945922,"Memphis, TN, USA",35.1495343,-90.0489801,1016.84
1243,"San Antonio, TX, USA",29.4251905,-98.4945922,"Richmond, VA, USA",37.5407246,-77.4360481,2144.91
1244,"San Antonio, TX, USA",29.4251905,-98.4945922,"Louisville, KY, USA",38.2526647,-85.7584557,1529.36
1245,"San Antonio, TX, USA",29.4251905,-98.4945922,"Salt Lake City, UT, USA",40.7607793,-111.8910474,1749.29
1246,"San Antonio, TX, USA",29.4251905,-98.4945922,"New Orleans, LA, USA",29.95106579999999,-90.0715323,815.57
1247,"San Antonio, TX, USA",29.4251905,-98.4945922,"Hartford, CT, USA",41.7658043,-72.6733723,2692.3
1248,"San Antonio, TX, USA",29.4251905,-98.4945922,"Buffalo, NY, USA",42.88644679999999,-78.8783689,2300.93
1249,"San Antonio, TX, USA",29.4251905,-98.4945922,"Birmingham, AL, USA",33.5185892,-86.8103567,1197.0
1250,"Sacramento, CA, USA",38.5815719,-121.4943996,"Portland, OR, USA",45.515232,-122.6783853,777.14
1251,"Sacramento, CA, USA",38.5815719,-121.4943996,"Seattle, WA, USA",47.6062095,-122.3320708,1005.78
1252,"Sacramento, CA, USA",38.5815719,-121.4943996,"New York, NY, USA",40.7127753,-74.0059728,4022.97
1253,"Sacramento, CA, USA",38.5815719,-121.4943996,"Los Angeles, CA, USA",34.0522342,-118.2436849,581.68
1254,"Sacramento, CA, USA",38.5815719,-121.4943996,"Chicago, IL, USA",41.8781136,-87.6297982,2879.25
1255,"Sacramento, CA, USA",38.5815719,-121.4943996,"Dallas, TX, USA",32.7766642,-96.7969879,2314.2
1256,"Sacramento, CA, USA",38.5815719,-121.4943996,"Houston, TX, USA",29.7604267,-95.3698028,2584.44
1257,"Sacramento, CA, USA",38.5815719,-121.4943996,"Washington, DC, USA",38.9071923,-77.0368707,3816.59
1258,"Sacramento, CA, USA",38.5815719,-121.4943996,"Philadelphia, PA, USA",39.9525839,-75.1652215,3945.89
1259,"Sacramento, CA, USA",38.5815719,-121.4943996,"Atlanta, GA, USA",33.748752,-84.38768449999999,3351.04
1260,"Sacramento, CA, USA",38.5815719,-121.4943996,"Miami, FL, USA",25.7616798,-80.1917902,4100.44
1261,"Sacramento, CA, USA",38.5815719,-121.4943996,"Phoenix, AZ, USA",33.4483771,-112.0740373,1020.72
1262,"Sacramento, CA, USA",38.5815719,-121.4943996,"Boston, MA, USA",42.3600825,-71.0588801,4224.34
1263,"Sacramento, CA, USA",38.5815719,-121.4943996,"Riverside, CA, USA",33.9806005,-117.3754942,630.75
1264,"Sacramento, CA, USA",38.5815719,-121.4943996,"San Francisco, CA, USA",37.7749295,-122.4194155,120.76
1265,"Sacramento, CA, USA",38.5815719,-121.4943996,"Detroit, MI, USA",42.331427,-83.0457538,3251.73
1266,"Sacramento, CA, USA",38.5815719,-121.4943996,"Minneapolis, MN, USA",44.977753,-93.2650108,2432.28
1267,"Sacramento, CA, USA",38.5815719,-121.4943996,"San Diego, CA, USA",32.715738,-117.1610838,760.51
1268,"Sacramento, CA, USA",38.5815719,-121.4943996,"Tampa, FL, USA",27.950575,-82.4571776,3784.87
1269,"Sacramento, CA, USA",38.5815719,-121.4943996,"Denver, CO, USA",39.7392358,-104.990251,1426.74
1270,"Sacramento, CA, USA",38.5815719,-121.4943996,"Baltimore, MD, USA",39.2903848,-76.6121893,3842.15
1271,"Sacramento, CA, USA",38.5815719,-121.4943996,"St. Louis, MO, USA",38.6270025,-90.1994042,2706.03
1272,"Sacramento, CA, USA",38.5815719,-121.4943996,"Charlotte, NC, USA",35.2270869,-80.8431267,3604.32
1273,"Sacramento, CA, USA",38.5815719,-121.4943996,"Orlando, FL, USA",28.5383832,-81.3789269,3847.54
1274,"Sacramento, CA, USA",38.5815719,-121.4943996,"San Antonio, TX, USA",29.4251905,-98.4945922,2343.05
1275,"Sacramento, CA, USA",38.5815719,-121.4943996,"Sacramento, CA, USA",38.5815719,-121.4943996,10.0
1276,"Sacramento, CA, USA",38.5815719,-121.4943996,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,3533.19
1277,"Sacramento, CA, USA",38.5815719,-121.4943996,"Austin, TX, USA",30.267153,-97.7430608,2357.67
1278,"Sacramento, CA, USA",38.5815719,-121.4943996,"Las Vegas, NV, USA",36.171563,-115.1391009,622.03
1279,"Sacramento, CA, USA",38.5815719,-121.4943996,"Cincinnati, OH, USA",39.1031182,-84.5120196,3181.04
1280,"Sacramento, CA, USA",38.5815719,-121.4943996,"Kansas City, MO, USA",39.0997265,-94.5785667,2323.31
1281,"Sacramento, CA, USA",38.5815719,-121.4943996,"Columbus, OH, USA",39.9611755,-82.99879419999999,3291.52
1282,"Sacramento, CA, USA",38.5815719,-121.4943996,"Indianapolis, IN, USA",39.768403,-86.158068,3029.05
1283,"Sacramento, CA, USA",38.5815719,-121.4943996,"Cleveland, OH, USA",41.49932,-81.6943605,3373.72
1284,"Sacramento, CA, USA",38.5815719,-121.4943996,"Nashville, TN, USA",36.1626638,-86.7816016,3061.04
1285,"Sacramento, CA, USA",38.5815719,-121.4943996,"San Jose, CA, USA",37.33874,-121.8852525,142.38
1286,"Sacramento, CA, USA",38.5815719,-121.4943996,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,3966.89
1287,"Sacramento, CA, USA",38.5815719,-121.4943996,"Providence, RI, USA",41.8239891,-71.4128343,4208.16
1288,"Sacramento, CA, USA",38.5815719,-121.4943996,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,3735.03
1289,"Sacramento, CA, USA",38.5815719,-121.4943996,"Milwaukee, WI, USA",43.0389025,-87.9064736,2850.29
1290,"Sacramento, CA, USA",38.5815719,-121.4943996,"Raleigh, NC, USA",35.7795897,-78.6381787,3775.17
1291,"Sacramento, CA, USA",38.5815719,-121.4943996,"Oklahoma City, OK, USA",35.4675602,-97.5164276,2150.32
1292,"Sacramento, CA, USA",38.5815719,-121.4943996,"Memphis, TN, USA",35.1495343,-90.0489801,2809.46
1293,"Sacramento, CA, USA",38.5815719,-121.4943996,"Richmond, VA, USA",37.5407246,-77.4360481,3821.52
1294,"Sacramento, CA, USA",38.5815719,-121.4943996,"Louisville, KY, USA",38.2526647,-85.7584557,3093.67
1295,"Sacramento, CA, USA",38.5815719,-121.4943996,"Salt Lake City, UT, USA",40.7607793,-111.8910474,856.39
1296,"Sacramento, CA, USA",38.5815719,-121.4943996,"New Orleans, LA, USA",29.95106579999999,-90.0715323,3025.54
1297,"Sacramento, CA, USA",38.5815719,-121.4943996,"Hartford, CT, USA",41.7658043,-72.6733723,4107.29
1298,"Sacramento, CA, USA",38.5815719,-121.4943996,"Buffalo, NY, USA",42.88644679999999,-78.8783689,3583.81
1299,"Sacramento, CA, USA",38.5815719,-121.4943996,"Birmingham, AL, USA",33.5185892,-86.8103567,3149.36
1300,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Portland, OR, USA",45.515232,-122.6783853,3475.97
1301,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Seattle, WA, USA",47.6062095,-122.3320708,3432.17
1302,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"New York, NY, USA",40.7127753,-74.0059728,506.69
1303,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Los Angeles, CA, USA",34.0522342,-118.2436849,3431.37
1304,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Chicago, IL, USA",41.8781136,-87.6297982,658.52
1305,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Dallas, TX, USA",32.7766642,-96.7969879,1720.62
1306,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Houston, TX, USA",29.7604267,-95.3698028,1829.89
1307,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Washington, DC, USA",38.9071923,-77.0368707,305.27
1308,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Philadelphia, PA, USA",39.9525839,-75.1652215,413.81
1309,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Atlanta, GA, USA",33.748752,-84.38768449999999,839.6
1310,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Miami, FL, USA",25.7616798,-80.1917902,1632.32
1311,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Phoenix, AZ, USA",33.4483771,-112.0740373,2937.02
1312,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Boston, MA, USA",42.3600825,-71.0588801,774.94
1313,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Riverside, CA, USA",33.9806005,-117.3754942,3361.05
1314,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"San Francisco, CA, USA",37.7749295,-122.4194155,3637.23
1315,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Detroit, MI, USA",42.331427,-83.0457538,330.03
1316,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Minneapolis, MN, USA",44.977753,-93.2650108,1193.88
1317,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"San Diego, CA, USA",32.715738,-117.1610838,3400.97
1318,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Tampa, FL, USA",27.950575,-82.4571776,1406.98
1319,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Denver, CO, USA",39.7392358,-104.990251,2120.55
1320,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Baltimore, MD, USA",39.2903848,-76.6121893,315.82
1321,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"St. Louis, MO, USA",38.6270025,-90.1994042,897.42
1322,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Charlotte, NC, USA",35.2270869,-80.8431267,584.47
1323,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Orlando, FL, USA",28.5383832,-81.3789269,1329.47
1324,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"San Antonio, TX, USA",29.4251905,-98.4945922,2077.08
1325,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Sacramento, CA, USA",38.5815719,-121.4943996,3533.19
1326,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,10.0
1327,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Austin, TX, USA",30.267153,-97.7430608,1961.14
1328,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Las Vegas, NV, USA",36.171563,-115.1391009,3082.3
1329,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Cincinnati, OH, USA",39.1031182,-84.5120196,413.57
1330,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Kansas City, MO, USA",39.0997265,-94.5785667,1253.76
1331,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Columbus, OH, USA",39.9611755,-82.99879419999999,260.53
1332,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Indianapolis, IN, USA",39.768403,-86.158068,529.28
1333,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Cleveland, OH, USA",41.49932,-81.6943605,184.91
1334,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Nashville, TN, USA",36.1626638,-86.7816016,759.12
1335,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"San Jose, CA, USA",37.33874,-121.8852525,3607.9
1336,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,529.91
1337,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Providence, RI, USA",41.8239891,-71.4128343,734.77
1338,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,1133.97
1339,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Milwaukee, WI, USA",43.0389025,-87.9064736,716.74
1340,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Raleigh, NC, USA",35.7795897,-78.6381787,531.7
1341,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1629.23
1342,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Memphis, TN, USA",35.1495343,-90.0489801,1060.25
1343,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Richmond, VA, USA",37.5407246,-77.4360481,391.01
1344,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Louisville, KY, USA",38.2526647,-85.7584557,551.87
1345,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Salt Lake City, UT, USA",40.7607793,-111.8910474,2678.05
1346,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"New Orleans, LA, USA",29.95106579999999,-90.0715323,1480.58
1347,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Hartford, CT, USA",41.7658043,-72.6733723,630.77
1348,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Buffalo, NY, USA",42.88644679999999,-78.8783689,287.36
1349,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,"Birmingham, AL, USA",33.5185892,-86.8103567,978.51
1350,"Austin, TX, USA",30.267153,-97.7430608,"Portland, OR, USA",45.515232,-122.6783853,2748.44
1351,"Austin, TX, USA",30.267153,-97.7430608,"Seattle, WA, USA",47.6062095,-122.3320708,2847.79
1352,"Austin, TX, USA",30.267153,-97.7430608,"New York, NY, USA",40.7127753,-74.0059728,2431.61
1353,"Austin, TX, USA",30.267153,-97.7430608,"Los Angeles, CA, USA",34.0522342,-118.2436849,1971.54
1354,"Austin, TX, USA",30.267153,-97.7430608,"Chicago, IL, USA",41.8781136,-87.6297982,1576.38
1355,"Austin, TX, USA",30.267153,-97.7430608,"Dallas, TX, USA",32.7766642,-96.7969879,293.1
1356,"Austin, TX, USA",30.267153,-97.7430608,"Houston, TX, USA",29.7604267,-95.3698028,235.35
1357,"Austin, TX, USA",30.267153,-97.7430608,"Washington, DC, USA",38.9071923,-77.0368707,2118.17
1358,"Austin, TX, USA",30.267153,-97.7430608,"Philadelphia, PA, USA",39.9525839,-75.1652215,2309.66
1359,"Austin, TX, USA",30.267153,-97.7430608,"Atlanta, GA, USA",33.748752,-84.38768449999999,1316.28
1360,"Austin, TX, USA",30.267153,-97.7430608,"Miami, FL, USA",25.7616798,-80.1917902,1792.07
1361,"Austin, TX, USA",30.267153,-97.7430608,"Phoenix, AZ, USA",33.4483771,-112.0740373,1397.63
1362,"Austin, TX, USA",30.267153,-97.7430608,"Boston, MA, USA",42.3600825,-71.0588801,2726.17
1363,"Austin, TX, USA",30.267153,-97.7430608,"Riverside, CA, USA",33.9806005,-117.3754942,1891.15
1364,"Austin, TX, USA",30.267153,-97.7430608,"San Francisco, CA, USA",37.7749295,-122.4194155,2413.74
1365,"Austin, TX, USA",30.267153,-97.7430608,"Detroit, MI, USA",42.331427,-83.0457538,1874.62
1366,"Austin, TX, USA",30.267153,-97.7430608,"Minneapolis, MN, USA",44.977753,-93.2650108,1681.9
1367,"Austin, TX, USA",30.267153,-97.7430608,"San Diego, CA, USA",32.715738,-117.1610838,1858.51
1368,"Austin, TX, USA",30.267153,-97.7430608,"Tampa, FL, USA",27.950575,-82.4571776,1505.98
1369,"Austin, TX, USA",30.267153,-97.7430608,"Denver, CO, USA",39.7392358,-104.990251,1241.93
1370,"Austin, TX, USA",30.267153,-97.7430608,"Baltimore, MD, USA",39.2903848,-76.6121893,2167.6
1371,"Austin, TX, USA",30.267153,-97.7430608,"St. Louis, MO, USA",38.6270025,-90.1994042,1157.72
1372,"Austin, TX, USA",30.267153,-97.7430608,"Charlotte, NC, USA",35.2270869,-80.8431267,1671.34
1373,"Austin, TX, USA",30.267153,-97.7430608,"Orlando, FL, USA",28.5383832,-81.3789269,1595.42
1374,"Austin, TX, USA",30.267153,-97.7430608,"San Antonio, TX, USA",29.4251905,-98.4945922,118.4
1375,"Austin, TX, USA",30.267153,-97.7430608,"Sacramento, CA, USA",38.5815719,-121.4943996,2357.67
1376,"Austin, TX, USA",30.267153,-97.7430608,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,1961.14
1377,"Austin, TX, USA",30.267153,-97.7430608,"Austin, TX, USA",30.267153,-97.7430608,10.0
1378,"Austin, TX, USA",30.267153,-97.7430608,"Las Vegas, NV, USA",36.171563,-115.1391009,1743.09
1379,"Austin, TX, USA",30.267153,-97.7430608,"Cincinnati, OH, USA",39.1031182,-84.5120196,1555.54
1380,"Austin, TX, USA",30.267153,-97.7430608,"Kansas City, MO, USA",39.0997265,-94.5785667,1023.67
1381,"Austin, TX, USA",30.267153,-97.7430608,"Columbus, OH, USA",39.9611755,-82.99879419999999,1716.55
1382,"Austin, TX, USA",30.267153,-97.7430608,"Indianapolis, IN, USA",39.768403,-86.158068,1490.51
1383,"Austin, TX, USA",30.267153,-97.7430608,"Cleveland, OH, USA",41.49932,-81.6943605,1904.84
1384,"Austin, TX, USA",30.267153,-97.7430608,"Nashville, TN, USA",36.1626638,-86.7816016,1211.0
1385,"Austin, TX, USA",30.267153,-97.7430608,"San Jose, CA, USA",37.33874,-121.8852525,2357.2
1386,"Austin, TX, USA",30.267153,-97.7430608,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,2139.49
1387,"Austin, TX, USA",30.267153,-97.7430608,"Providence, RI, USA",41.8239891,-71.4128343,2677.94
1388,"Austin, TX, USA",30.267153,-97.7430608,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,1543.2
1389,"Austin, TX, USA",30.267153,-97.7430608,"Milwaukee, WI, USA",43.0389025,-87.9064736,1666.63
1390,"Austin, TX, USA",30.267153,-97.7430608,"Raleigh, NC, USA",35.7795897,-78.6381787,1879.88
1391,"Austin, TX, USA",30.267153,-97.7430608,"Oklahoma City, OK, USA",35.4675602,-97.5164276,578.65
1392,"Austin, TX, USA",30.267153,-97.7430608,"Memphis, TN, USA",35.1495343,-90.0489801,901.13
1393,"Austin, TX, USA",30.267153,-97.7430608,"Richmond, VA, USA",37.5407246,-77.4360481,2035.62
1394,"Austin, TX, USA",30.267153,-97.7430608,"Louisville, KY, USA",38.2526647,-85.7584557,1412.6
1395,"Austin, TX, USA",30.267153,-97.7430608,"Salt Lake City, UT, USA",40.7607793,-111.8910474,1728.25
1396,"Austin, TX, USA",30.267153,-97.7430608,"New Orleans, LA, USA",29.95106579999999,-90.0715323,738.63
1397,"Austin, TX, USA",30.267153,-97.7430608,"Hartford, CT, USA",41.7658043,-72.6733723,2578.01
1398,"Austin, TX, USA",30.267153,-97.7430608,"Buffalo, NY, USA",42.88644679999999,-78.8783689,2183.34
1399,"Austin, TX, USA",30.267153,-97.7430608,"Birmingham, AL, USA",33.5185892,-86.8103567,1092.94
1400,"Las Vegas, NV, USA",36.171563,-115.1391009,"Portland, OR, USA",45.515232,-122.6783853,1215.94
1401,"Las Vegas, NV, USA",36.171563,-115.1391009,"Seattle, WA, USA",47.6062095,-122.3320708,1402.48
1402,"Las Vegas, NV, USA",36.171563,-115.1391009,"New York, NY, USA",40.7127753,-74.0059728,3584.74
1403,"Las Vegas, NV, USA",36.171563,-115.1391009,"Los Angeles, CA, USA",34.0522342,-118.2436849,367.77
1404,"Las Vegas, NV, USA",36.171563,-115.1391009,"Chicago, IL, USA",41.8781136,-87.6297982,2447.94
1405,"Las Vegas, NV, USA",36.171563,-115.1391009,"Dallas, TX, USA",32.7766642,-96.7969879,1720.38
1406,"Las Vegas, NV, USA",36.171563,-115.1391009,"Houston, TX, USA",29.7604267,-95.3698028,1972.71
1407,"Las Vegas, NV, USA",36.171563,-115.1391009,"Washington, DC, USA",38.9071923,-77.0368707,3348.85
1408,"Las Vegas, NV, USA",36.171563,-115.1391009,"Philadelphia, PA, USA",39.9525839,-75.1652215,3495.47
1409,"Las Vegas, NV, USA",36.171563,-115.1391009,"Atlanta, GA, USA",33.748752,-84.38768449999999,2803.58
1410,"Las Vegas, NV, USA",36.171563,-115.1391009,"Miami, FL, USA",25.7616798,-80.1917902,3505.04
1411,"Las Vegas, NV, USA",36.171563,-115.1391009,"Phoenix, AZ, USA",33.4483771,-112.0740373,412.25
1412,"Las Vegas, NV, USA",36.171563,-115.1391009,"Boston, MA, USA",42.3600825,-71.0588801,3813.08
1413,"Las Vegas, NV, USA",36.171563,-115.1391009,"Riverside, CA, USA",33.9806005,-117.3754942,317.42
1414,"Las Vegas, NV, USA",36.171563,-115.1391009,"San Francisco, CA, USA",37.7749295,-122.4194155,670.67
1415,"Las Vegas, NV, USA",36.171563,-115.1391009,"Detroit, MI, USA",42.331427,-83.0457538,2828.88
1416,"Las Vegas, NV, USA",36.171563,-115.1391009,"Minneapolis, MN, USA",44.977753,-93.2650108,2081.53
1417,"Las Vegas, NV, USA",36.171563,-115.1391009,"San Diego, CA, USA",32.715738,-117.1610838,426.63
1418,"Las Vegas, NV, USA",36.171563,-115.1391009,"Tampa, FL, USA",27.950575,-82.4571776,3195.51
1419,"Las Vegas, NV, USA",36.171563,-115.1391009,"Denver, CO, USA",39.7392358,-104.990251,973.46
1420,"Las Vegas, NV, USA",36.171563,-115.1391009,"Baltimore, MD, USA",39.2903848,-76.6121893,3380.3
1421,"Las Vegas, NV, USA",36.171563,-115.1391009,"St. Louis, MO, USA",38.6270025,-90.1994042,2213.02
1422,"Las Vegas, NV, USA",36.171563,-115.1391009,"Charlotte, NC, USA",35.2270869,-80.8431267,3082.54
1423,"Las Vegas, NV, USA",36.171563,-115.1391009,"Orlando, FL, USA",28.5383832,-81.3789269,3264.74
1424,"Las Vegas, NV, USA",36.171563,-115.1391009,"San Antonio, TX, USA",29.4251905,-98.4945922,1723.88
1425,"Las Vegas, NV, USA",36.171563,-115.1391009,"Sacramento, CA, USA",38.5815719,-121.4943996,622.03
1426,"Las Vegas, NV, USA",36.171563,-115.1391009,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,3082.3
1427,"Las Vegas, NV, USA",36.171563,-115.1391009,"Austin, TX, USA",30.267153,-97.7430608,1743.09
1428,"Las Vegas, NV, USA",36.171563,-115.1391009,"Las Vegas, NV, USA",36.171563,-115.1391009,10.0
1429,"Las Vegas, NV, USA",36.171563,-115.1391009,"Cincinnati, OH, USA",39.1031182,-84.5120196,2703.57
1430,"Las Vegas, NV, USA",36.171563,-115.1391009,"Kansas City, MO, USA",39.0997265,-94.5785667,1835.4
1431,"Las Vegas, NV, USA",36.171563,-115.1391009,"Columbus, OH, USA",39.9611755,-82.99879419999999,2829.48
1432,"Las Vegas, NV, USA",36.171563,-115.1391009,"Indianapolis, IN, USA",39.768403,-86.158068,2560.28
1433,"Las Vegas, NV, USA",36.171563,-115.1391009,"Cleveland, OH, USA",41.49932,-81.6943605,2937.6
1434,"Las Vegas, NV, USA",36.171563,-115.1391009,"Nashville, TN, USA",36.1626638,-86.7816016,2536.4
1435,"Las Vegas, NV, USA",36.171563,-115.1391009,"San Jose, CA, USA",37.33874,-121.8852525,614.72
1436,"Las Vegas, NV, USA",36.171563,-115.1391009,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,3475.73
1437,"Las Vegas, NV, USA",36.171563,-115.1391009,"Providence, RI, USA",41.8239891,-71.4128343,3789.09
1438,"Las Vegas, NV, USA",36.171563,-115.1391009,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,3164.18
1439,"Las Vegas, NV, USA",36.171563,-115.1391009,"Milwaukee, WI, USA",43.0389025,-87.9064736,2442.16
1440,"Las Vegas, NV, USA",36.171563,-115.1391009,"Raleigh, NC, USA",35.7795897,-78.6381787,3265.21
1441,"Las Vegas, NV, USA",36.171563,-115.1391009,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1588.68
1442,"Las Vegas, NV, USA",36.171563,-115.1391009,"Memphis, TN, USA",35.1495343,-90.0489801,2263.3
1443,"Las Vegas, NV, USA",36.171563,-115.1391009,"Richmond, VA, USA",37.5407246,-77.4360481,3335.43
1444,"Las Vegas, NV, USA",36.171563,-115.1391009,"Louisville, KY, USA",38.2526647,-85.7584557,2601.16
1445,"Las Vegas, NV, USA",36.171563,-115.1391009,"Salt Lake City, UT, USA",40.7607793,-111.8910474,583.3
1446,"Las Vegas, NV, USA",36.171563,-115.1391009,"New Orleans, LA, USA",29.95106579999999,-90.0715323,2428.43
