,location_x,latitude_x,longitude_x,location_y,latitude_y,longitude_y,distance
691,"Riverside, CA, USA",33.9806005,-117.3754942,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1819.39
692,"Riverside, CA, USA",33.9806005,-117.3754942,"Memphis, TN, USA",35.1495343,-90.0489801,2497.74
693,"Riverside, CA, USA",33.9806005,-117.3754942,"Richmond, VA, USA",37.5407246,-77.4360481,3598.43
694,"Riverside, CA, USA",33.9806005,-117.3754942,"Louisville, KY, USA",38.2526647,-85.7584557,2865.19
695,"Riverside, CA, USA",33.9806005,-117.3754942,"Salt Lake City, UT, USA",40.7607793,-111.8910474,895.81
696,"Riverside, CA, USA",33.9806005,-117.3754942,"New Orleans, LA, USA",29.95106579999999,-90.0715323,2606.39
697,"Riverside, CA, USA",33.9806005,-117.3754942,"Hartford, CT, USA",41.7658043,-72.6733723,3971.7
698,"Riverside, CA, USA",33.9806005,-117.3754942,"Buffalo, NY, USA",42.88644679999999,-78.8783689,3462.93
699,"Riverside, CA, USA",33.9806005,-117.3754942,"Birmingham, AL, USA",33.5185892,-86.8103567,2815.83
700,"San Francisco, CA, USA",37.7749295,-122.4194155,"Portland, OR, USA",45.515232,-122.6783853,860.95
701,"San Francisco, CA, USA",37.7749295,-122.4194155,"Seattle, WA, USA",47.6062095,-122.3320708,1093.21
702,"San Francisco, CA, USA",37.7749295,-122.4194155,"New York, NY, USA",40.7127753,-74.0059728,4129.09
703,"San Francisco, CA, USA",37.7749295,-122.4194155,"Los Angeles, CA, USA",34.0522342,-118.2436849,559.12
704,"San Francisco, CA, USA",37.7749295,-122.4194155,"Chicago, IL, USA",41.8781136,-87.6297982,2984.91
705,"San Francisco, CA, USA",37.7749295,-122.4194155,"Dallas, TX, USA",32.7766642,-96.7969879,2383.25
706,"San Francisco, CA, USA",37.7749295,-122.4194155,"Houston, TX, USA",29.7604267,-95.3698028,2643.05
707,"San Francisco, CA, USA",37.7749295,-122.4194155,"Washington, DC, USA",38.9071923,-77.0368707,3918.55
708,"San Francisco, CA, USA",37.7749295,-122.4194155,"Philadelphia, PA, USA",39.9525839,-75.1652215,4050.39
709,"San Francisco, CA, USA",37.7749295,-122.4194155,"Atlanta, GA, USA",33.748752,-84.38768449999999,3436.93
710,"San Francisco, CA, USA",37.7749295,-122.4194155,"Miami, FL, USA",25.7616798,-80.1917902,4169.77
711,"San Francisco, CA, USA",37.7749295,-122.4194155,"Phoenix, AZ, USA",33.4483771,-112.0740373,1050.82
712,"San Francisco, CA, USA",37.7749295,-122.4194155,"Boston, MA, USA",42.3600825,-71.0588801,4333.67
713,"San Francisco, CA, USA",37.7749295,-122.4194155,"Riverside, CA, USA",33.9806005,-117.3754942,619.91
714,"San Francisco, CA, USA",37.7749295,-122.4194155,"San Francisco, CA, USA",37.7749295,-122.4194155,10.0
715,"San Francisco, CA, USA",37.7749295,-122.4194155,"Detroit, MI, USA",42.331427,-83.0457538,3358.89
716,"San Francisco, CA, USA",37.7749295,-122.4194155,"Minneapolis, MN, USA",44.977753,-93.2650108,2544.94
717,"San Francisco, CA, USA",37.7749295,-122.4194155,"San Diego, CA, USA",32.715738,-117.1610838,737.61
718,"San Francisco, CA, USA",37.7749295,-122.4194155,"Tampa, FL, USA",27.950575,-82.4571776,3856.96
719,"San Francisco, CA, USA",37.7749295,-122.4194155,"Denver, CO, USA",39.7392358,-104.990251,1524.51
720,"San Francisco, CA, USA",37.7749295,-122.4194155,"Baltimore, MD, USA",39.2903848,-76.6121893,3944.99
721,"San Francisco, CA, USA",37.7749295,-122.4194155,"St. Louis, MO, USA",38.6270025,-90.1994042,2802.53
722,"San Francisco, CA, USA",37.7749295,-122.4194155,"Charlotte, NC, USA",35.2270869,-80.8431267,3696.51
723,"San Francisco, CA, USA",37.7749295,-122.4194155,"Orlando, FL, USA",28.5383832,-81.3789269,3922.44
724,"San Francisco, CA, USA",37.7749295,-122.4194155,"San Antonio, TX, USA",29.4251905,-98.4945922,2393.66
725,"San Francisco, CA, USA",37.7749295,-122.4194155,"Sacramento, CA, USA",38.5815719,-121.4943996,120.76
726,"San Francisco, CA, USA",37.7749295,-122.4194155,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,3637.23
727,"San Francisco, CA, USA",37.7749295,-122.4194155,"Austin, TX, USA",30.267153,-97.7430608,2413.74
728,"San Francisco, CA, USA",37.7749295,-122.4194155,"Las Vegas, NV, USA",36.171563,-115.1391009,670.67
729,"San Francisco, CA, USA",37.7749295,-122.4194155,"Cincinnati, OH, USA",39.1031182,-84.5120196,3280.82
730,"San Francisco, CA, USA",37.7749295,-122.4194155,"Kansas City, MO, USA",39.0997265,-94.5785667,2419.86
731,"San Francisco, CA, USA",37.7749295,-122.4194155,"Columbus, OH, USA",39.9611755,-82.99879419999999,3393.75
732,"San Francisco, CA, USA",37.7749295,-122.4194155,"Indianapolis, IN, USA",39.768403,-86.158068,3129.95
733,"San Francisco, CA, USA",37.7749295,-122.4194155,"Cleveland, OH, USA",41.49932,-81.6943605,3479.46
734,"San Francisco, CA, USA",37.7749295,-122.4194155,"Nashville, TN, USA",36.1626638,-86.7816016,3152.02
735,"San Francisco, CA, USA",37.7749295,-122.4194155,"San Jose, CA, USA",37.33874,-121.8852525,67.6
736,"San Francisco, CA, USA",37.7749295,-122.4194155,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,4065.26
737,"San Francisco, CA, USA",37.7749295,-122.4194155,"Providence, RI, USA",41.8239891,-71.4128343,4316.65
738,"San Francisco, CA, USA",37.7749295,-122.4194155,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,3814.27
739,"San Francisco, CA, USA",37.7749295,-122.4194155,"Milwaukee, WI, USA",43.0389025,-87.9064736,2958.5
740,"San Francisco, CA, USA",37.7749295,-122.4194155,"Raleigh, NC, USA",35.7795897,-78.6381787,3869.93
741,"San Francisco, CA, USA",37.7749295,-122.4194155,"Oklahoma City, OK, USA",35.4675602,-97.5164276,2230.57
742,"San Francisco, CA, USA",37.7749295,-122.4194155,"Memphis, TN, USA",35.1495343,-90.0489801,2895.06
743,"San Francisco, CA, USA",37.7749295,-122.4194155,"Richmond, VA, USA",37.5407246,-77.4360481,3920.61
744,"San Francisco, CA, USA",37.7749295,-122.4194155,"Louisville, KY, USA",38.2526647,-85.7584557,3190.87
745,"San Francisco, CA, USA",37.7749295,-122.4194155,"Salt Lake City, UT, USA",40.7607793,-111.8910474,964.48
746,"San Francisco, CA, USA",37.7749295,-122.4194155,"New Orleans, LA, USA",29.95106579999999,-90.0715323,3093.55
747,"San Francisco, CA, USA",37.7749295,-122.4194155,"Hartford, CT, USA",41.7658043,-72.6733723,4215.4
748,"San Francisco, CA, USA",37.7749295,-122.4194155,"Buffalo, NY, USA",42.88644679999999,-78.8783689,3692.55
749,"San Francisco, CA, USA",37.7749295,-122.4194155,"Birmingham, AL, USA",33.5185892,-86.8103567,3232.55
750,"Detroit, MI, USA",42.331427,-83.0457538,"Portland, OR, USA",45.515232,-122.6783853,3161.39
751,"Detroit, MI, USA",42.331427,-83.0457538,"Seattle, WA, USA",47.6062095,-122.3320708,3111.16
752,"Detroit, MI, USA",42.331427,-83.0457538,"New York, NY, USA",40.7127753,-74.0059728,773.38
753,"Detroit, MI, USA",42.331427,-83.0457538,"Los Angeles, CA, USA",34.0522342,-118.2436849,3185.37
754,"Detroit, MI, USA",42.331427,-83.0457538,"Chicago, IL, USA",41.8781136,-87.6297982,381.47
755,"Detroit, MI, USA",42.331427,-83.0457538,"Dallas, TX, USA",32.7766642,-96.7969879,1608.15
756,"Detroit, MI, USA",42.331427,-83.0457538,"Houston, TX, USA",29.7604267,-95.3698028,1779.66
757,"Detroit, MI, USA",42.331427,-83.0457538,"Washington, DC, USA",38.9071923,-77.0368707,633.91
758,"Detroit, MI, USA",42.331427,-83.0457538,"Philadelphia, PA, USA",39.9525839,-75.1652215,710.59
759,"Detroit, MI, USA",42.331427,-83.0457538,"Atlanta, GA, USA",33.748752,-84.38768449999999,961.52
760,"Detroit, MI, USA",42.331427,-83.0457538,"Miami, FL, USA",25.7616798,-80.1917902,1860.83
761,"Detroit, MI, USA",42.331427,-83.0457538,"Phoenix, AZ, USA",33.4483771,-112.0740373,2715.68
762,"Detroit, MI, USA",42.331427,-83.0457538,"Boston, MA, USA",42.3600825,-71.0588801,984.31
763,"Detroit, MI, USA",42.331427,-83.0457538,"Riverside, CA, USA",33.9806005,-117.3754942,3117.99
764,"Detroit, MI, USA",42.331427,-83.0457538,"San Francisco, CA, USA",37.7749295,-122.4194155,3358.89
765,"Detroit, MI, USA",42.331427,-83.0457538,"Detroit, MI, USA",42.331427,-83.0457538,10.0
766,"Detroit, MI, USA",42.331427,-83.0457538,"Minneapolis, MN, USA",44.977753,-93.2650108,872.48
767,"Detroit, MI, USA",42.331427,-83.0457538,"San Diego, CA, USA",32.715738,-117.1610838,3167.78
768,"Detroit, MI, USA",42.331427,-83.0457538,"Tampa, FL, USA",27.950575,-82.4571776,1599.96
769,"Detroit, MI, USA",42.331427,-83.0457538,"Denver, CO, USA",39.7392358,-104.990251,1857.69
770,"Detroit, MI, USA",42.331427,-83.0457538,"Baltimore, MD, USA",39.2903848,-76.6121893,638.09
771,"Detroit, MI, USA",42.331427,-83.0457538,"St. Louis, MO, USA",38.6270025,-90.1994042,731.54
772,"Detroit, MI, USA",42.331427,-83.0457538,"Charlotte, NC, USA",35.2270869,-80.8431267,812.63
773,"Detroit, MI, USA",42.331427,-83.0457538,"Orlando, FL, USA",28.5383832,-81.3789269,1541.04
774,"Detroit, MI, USA",42.331427,-83.0457538,"San Antonio, TX, USA",29.4251905,-98.4945922,1992.92
775,"Detroit, MI, USA",42.331427,-83.0457538,"Sacramento, CA, USA",38.5815719,-121.4943996,3251.73
776,"Detroit, MI, USA",42.331427,-83.0457538,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,330.03
777,"Detroit, MI, USA",42.331427,-83.0457538,"Austin, TX, USA",30.267153,-97.7430608,1874.62
778,"Detroit, MI, USA",42.331427,-83.0457538,"Las Vegas, NV, USA",36.171563,-115.1391009,2828.88
779,"Detroit, MI, USA",42.331427,-83.0457538,"Cincinnati, OH, USA",39.1031182,-84.5120196,379.63
780,"Detroit, MI, USA",42.331427,-83.0457538,"Kansas City, MO, USA",39.0997265,-94.5785667,1035.25
781,"Detroit, MI, USA",42.331427,-83.0457538,"Columbus, OH, USA",39.9611755,-82.99879419999999,263.59
782,"Detroit, MI, USA",42.331427,-83.0457538,"Indianapolis, IN, USA",39.768403,-86.158068,386.38
783,"Detroit, MI, USA",42.331427,-83.0457538,"Cleveland, OH, USA",41.49932,-81.6943605,145.13
784,"Detroit, MI, USA",42.331427,-83.0457538,"Nashville, TN, USA",36.1626638,-86.7816016,757.42
785,"Detroit, MI, USA",42.331427,-83.0457538,"San Jose, CA, USA",37.33874,-121.8852525,3332.92
786,"Detroit, MI, USA",42.331427,-83.0457538,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,858.42
787,"Detroit, MI, USA",42.331427,-83.0457538,"Providence, RI, USA",41.8239891,-71.4128343,961.0
788,"Detroit, MI, USA",42.331427,-83.0457538,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,1340.0
789,"Detroit, MI, USA",42.331427,-83.0457538,"Milwaukee, WI, USA",43.0389025,-87.9064736,404.96
790,"Detroit, MI, USA",42.331427,-83.0457538,"Raleigh, NC, USA",35.7795897,-78.6381787,821.65
791,"Detroit, MI, USA",42.331427,-83.0457538,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1463.49
792,"Detroit, MI, USA",42.331427,-83.0457538,"Memphis, TN, USA",35.1495343,-90.0489801,1002.54
793,"Detroit, MI, USA",42.331427,-83.0457538,"Richmond, VA, USA",37.5407246,-77.4360481,715.57
794,"Detroit, MI, USA",42.331427,-83.0457538,"Louisville, KY, USA",38.2526647,-85.7584557,508.49
795,"Detroit, MI, USA",42.331427,-83.0457538,"Salt Lake City, UT, USA",40.7607793,-111.8910474,2395.35
796,"Detroit, MI, USA",42.331427,-83.0457538,"New Orleans, LA, USA",29.95106579999999,-90.0715323,1512.92
797,"Detroit, MI, USA",42.331427,-83.0457538,"Hartford, CT, USA",41.7658043,-72.6733723,858.23
798,"Detroit, MI, USA",42.331427,-83.0457538,"Buffalo, NY, USA",42.88644679999999,-78.8783689,346.55
799,"Detroit, MI, USA",42.331427,-83.0457538,"Birmingham, AL, USA",33.5185892,-86.8103567,1033.78
800,"Minneapolis, MN, USA",44.977753,-93.2650108,"Portland, OR, USA",45.515232,-122.6783853,2290.55
801,"Minneapolis, MN, USA",44.977753,-93.2650108,"Seattle, WA, USA",47.6062095,-122.3320708,2239.0
802,"Minneapolis, MN, USA",44.977753,-93.2650108,"New York, NY, USA",40.7127753,-74.0059728,1635.66
803,"Minneapolis, MN, USA",44.977753,-93.2650108,"Los Angeles, CA, USA",34.0522342,-118.2436849,2448.48
804,"Minneapolis, MN, USA",44.977753,-93.2650108,"Chicago, IL, USA",41.8781136,-87.6297982,570.63
805,"Minneapolis, MN, USA",44.977753,-93.2650108,"Dallas, TX, USA",32.7766642,-96.7969879,1390.34
806,"Minneapolis, MN, USA",44.977753,-93.2650108,"Houston, TX, USA",29.7604267,-95.3698028,1702.12
807,"Minneapolis, MN, USA",44.977753,-93.2650108,"Washington, DC, USA",38.9071923,-77.0368707,1498.66
808,"Minneapolis, MN, USA",44.977753,-93.2650108,"Philadelphia, PA, USA",39.9525839,-75.1652215,1582.13
809,"Minneapolis, MN, USA",44.977753,-93.2650108,"Atlanta, GA, USA",33.748752,-84.38768449999999,1461.28
810,"Minneapolis, MN, USA",44.977753,-93.2650108,"Miami, FL, USA",25.7616798,-80.1917902,2436.26
811,"Minneapolis, MN, USA",44.977753,-93.2650108,"Phoenix, AZ, USA",33.4483771,-112.0740373,2057.51
812,"Minneapolis, MN, USA",44.977753,-93.2650108,"Boston, MA, USA",42.3600825,-71.0588801,1803.77
813,"Minneapolis, MN, USA",44.977753,-93.2650108,"Riverside, CA, USA",33.9806005,-117.3754942,2389.9
814,"Minneapolis, MN, USA",44.977753,-93.2650108,"San Francisco, CA, USA",37.7749295,-122.4194155,2544.94
815,"Minneapolis, MN, USA",44.977753,-93.2650108,"Detroit, MI, USA",42.331427,-83.0457538,872.48
816,"Minneapolis, MN, USA",44.977753,-93.2650108,"Minneapolis, MN, USA",44.977753,-93.2650108,10.0
817,"Minneapolis, MN, USA",44.977753,-93.2650108,"San Diego, CA, USA",32.715738,-117.1610838,2463.47
818,"Minneapolis, MN, USA",44.977753,-93.2650108,"Tampa, FL, USA",27.950575,-82.4571776,2121.23
819,"Minneapolis, MN, USA",44.977753,-93.2650108,"Denver, CO, USA",39.7392358,-104.990251,1124.17
820,"Minneapolis, MN, USA",44.977753,-93.2650108,"Baltimore, MD, USA",39.2903848,-76.6121893,1508.05
821,"Minneapolis, MN, USA",44.977753,-93.2650108,"St. Louis, MO, USA",38.6270025,-90.1994042,750.34
822,"Minneapolis, MN, USA",44.977753,-93.2650108,"Charlotte, NC, USA",35.2270869,-80.8431267,1510.46
823,"Minneapolis, MN, USA",44.977753,-93.2650108,"Orlando, FL, USA",28.5383832,-81.3789269,2107.28
824,"Minneapolis, MN, USA",44.977753,-93.2650108,"San Antonio, TX, USA",29.4251905,-98.4945922,1789.29
825,"Minneapolis, MN, USA",44.977753,-93.2650108,"Sacramento, CA, USA",38.5815719,-121.4943996,2432.28
826,"Minneapolis, MN, USA",44.977753,-93.2650108,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,1193.88
827,"Minneapolis, MN, USA",44.977753,-93.2650108,"Austin, TX, USA",30.267153,-97.7430608,1681.9
828,"Minneapolis, MN, USA",44.977753,-93.2650108,"Las Vegas, NV, USA",36.171563,-115.1391009,2081.53
829,"Minneapolis, MN, USA",44.977753,-93.2650108,"Cincinnati, OH, USA",39.1031182,-84.5120196,973.23
830,"Minneapolis, MN, USA",44.977753,-93.2650108,"Kansas City, MO, USA",39.0997265,-94.5785667,662.52
831,"Minneapolis, MN, USA",44.977753,-93.2650108,"Columbus, OH, USA",39.9611755,-82.99879419999999,1008.84
832,"Minneapolis, MN, USA",44.977753,-93.2650108,"Indianapolis, IN, USA",39.768403,-86.158068,821.8
833,"Minneapolis, MN, USA",44.977753,-93.2650108,"Cleveland, OH, USA",41.49932,-81.6943605,1012.79
834,"Minneapolis, MN, USA",44.977753,-93.2650108,"Nashville, TN, USA",36.1626638,-86.7816016,1121.89
835,"Minneapolis, MN, USA",44.977753,-93.2650108,"San Jose, CA, USA",37.33874,-121.8852525,2526.3
836,"Minneapolis, MN, USA",44.977753,-93.2650108,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,1705.23
837,"Minneapolis, MN, USA",44.977753,-93.2650108,"Providence, RI, USA",41.8239891,-71.4128343,1794.14
838,"Minneapolis, MN, USA",44.977753,-93.2650108,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,1918.15
839,"Minneapolis, MN, USA",44.977753,-93.2650108,"Milwaukee, WI, USA",43.0389025,-87.9064736,479.59
840,"Minneapolis, MN, USA",44.977753,-93.2650108,"Raleigh, NC, USA",35.7795897,-78.6381787,1602.25
841,"Minneapolis, MN, USA",44.977753,-93.2650108,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1116.96
842,"Minneapolis, MN, USA",44.977753,-93.2650108,"Memphis, TN, USA",35.1495343,-90.0489801,1126.34
843,"Minneapolis, MN, USA",44.977753,-93.2650108,"Richmond, VA, USA",37.5407246,-77.4360481,1556.13
844,"Minneapolis, MN, USA",44.977753,-93.2650108,"Louisville, KY, USA",38.2526647,-85.7584557,973.07
845,"Minneapolis, MN, USA",44.977753,-93.2650108,"Salt Lake City, UT, USA",40.7607793,-111.8910474,1584.57
846,"Minneapolis, MN, USA",44.977753,-93.2650108,"New Orleans, LA, USA",29.95106579999999,-90.0715323,1694.12
847,"Minneapolis, MN, USA",44.977753,-93.2650108,"Hartford, CT, USA",41.7658043,-72.6733723,1697.35
848,"Minneapolis, MN, USA",44.977753,-93.2650108,"Buffalo, NY, USA",42.88644679999999,-78.8783689,1173.62
849,"Minneapolis, MN, USA",44.977753,-93.2650108,"Birmingham, AL, USA",33.5185892,-86.8103567,1388.99
850,"San Diego, CA, USA",32.715738,-117.1610838,"Portland, OR, USA",45.515232,-122.6783853,1499.76
851,"San Diego, CA, USA",32.715738,-117.1610838,"Seattle, WA, USA",47.6062095,-122.3320708,1712.05
852,"San Diego, CA, USA",32.715738,-117.1610838,"New York, NY, USA",40.7127753,-74.0059728,3907.16
853,"San Diego, CA, USA",32.715738,-117.1610838,"Los Angeles, CA, USA",34.0522342,-118.2436849,179.41
854,"San Diego, CA, USA",32.715738,-117.1610838,"Chicago, IL, USA",41.8781136,-87.6297982,2786.66
855,"San Diego, CA, USA",32.715738,-117.1610838,"Dallas, TX, USA",32.7766642,-96.7969879,1901.57
856,"San Diego, CA, USA",32.715738,-117.1610838,"Houston, TX, USA",29.7604267,-95.3698028,2093.85
857,"San Diego, CA, USA",32.715738,-117.1610838,"Washington, DC, USA",38.9071923,-77.0368707,3652.93
858,"San Diego, CA, USA",32.715738,-117.1610838,"Philadelphia, PA, USA",39.9525839,-75.1652215,3810.56
859,"San Diego, CA, USA",32.715738,-117.1610838,"Atlanta, GA, USA",33.748752,-84.38768449999999,3037.56
860,"San Diego, CA, USA",32.715738,-117.1610838,"Miami, FL, USA",25.7616798,-80.1917902,3650.26
861,"San Diego, CA, USA",32.715738,-117.1610838,"Phoenix, AZ, USA",33.4483771,-112.0740373,480.85
862,"San Diego, CA, USA",32.715738,-117.1610838,"Boston, MA, USA",42.3600825,-71.0588801,4150.06
863,"San Diego, CA, USA",32.715738,-117.1610838,"Riverside, CA, USA",33.9806005,-117.3754942,142.05
864,"San Diego, CA, USA",32.715738,-117.1610838,"San Francisco, CA, USA",37.7749295,-122.4194155,737.61
865,"San Diego, CA, USA",32.715738,-117.1610838,"Detroit, MI, USA",42.331427,-83.0457538,3167.78
866,"San Diego, CA, USA",32.715738,-117.1610838,"Minneapolis, MN, USA",44.977753,-93.2650108,2463.47
867,"San Diego, CA, USA",32.715738,-117.1610838,"San Diego, CA, USA",32.715738,-117.1610838,10.0
868,"San Diego, CA, USA",32.715738,-117.1610838,"Tampa, FL, USA",27.950575,-82.4571776,3357.4
869,"San Diego, CA, USA",32.715738,-117.1610838,"Denver, CO, USA",39.7392358,-104.990251,1340.25
870,"San Diego, CA, USA",32.715738,-117.1610838,"Baltimore, MD, USA",39.2903848,-76.6121893,3688.39
871,"San Diego, CA, USA",32.715738,-117.1610838,"St. Louis, MO, USA",38.6270025,-90.1994042,2512.49
872,"San Diego, CA, USA",32.715738,-117.1610838,"Charlotte, NC, USA",35.2270869,-80.8431267,3342.16
873,"San Diego, CA, USA",32.715738,-117.1610838,"Orlando, FL, USA",28.5383832,-81.3789269,3438.85
874,"San Diego, CA, USA",32.715738,-117.1610838,"San Antonio, TX, USA",29.4251905,-98.4945922,1812.53
875,"San Diego, CA, USA",32.715738,-117.1610838,"Sacramento, CA, USA",38.5815719,-121.4943996,760.51
876,"San Diego, CA, USA",32.715738,-117.1610838,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,3400.97
877,"San Diego, CA, USA",32.715738,-117.1610838,"Austin, TX, USA",30.267153,-97.7430608,1858.51
878,"San Diego, CA, USA",32.715738,-117.1610838,"Las Vegas, NV, USA",36.171563,-115.1391009,426.63
879,"San Diego, CA, USA",32.715738,-117.1610838,"Cincinnati, OH, USA",39.1031182,-84.5120196,3007.58
880,"San Diego, CA, USA",32.715738,-117.1610838,"Kansas City, MO, USA",39.0997265,-94.5785667,2147.3
881,"San Diego, CA, USA",32.715738,-117.1610838,"Columbus, OH, USA",39.9611755,-82.99879419999999,3143.29
882,"San Diego, CA, USA",32.715738,-117.1610838,"Indianapolis, IN, USA",39.768403,-86.158068,2872.82
883,"San Diego, CA, USA",32.715738,-117.1610838,"Cleveland, OH, USA",41.49932,-81.6943605,3267.37
884,"San Diego, CA, USA",32.715738,-117.1610838,"Nashville, TN, USA",36.1626638,-86.7816016,2800.67
885,"San Diego, CA, USA",32.715738,-117.1610838,"San Jose, CA, USA",37.33874,-121.8852525,670.08
886,"San Diego, CA, USA",32.715738,-117.1610838,"Virginia Beach, VA, USA",36.8516437,-75.97921939999999,3759.94
887,"San Diego, CA, USA",32.715738,-117.1610838,"Providence, RI, USA",41.8239891,-71.4128343,4121.73
888,"San Diego, CA, USA",32.715738,-117.1610838,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,3360.21
889,"San Diego, CA, USA",32.715738,-117.1610838,"Milwaukee, WI, USA",43.0389025,-87.9064736,2793.82
890,"San Diego, CA, USA",32.715738,-117.1610838,"Raleigh, NC, USA",35.7795897,-78.6381787,3534.52
891,"San Diego, CA, USA",32.715738,-117.1610838,"Oklahoma City, OK, USA",35.4675602,-97.5164276,1831.5
892,"San Diego, CA, USA",32.715738,-117.1610838,"Memphis, TN, USA",35.1495343,-90.0489801,2508.12
893,"San Diego, CA, USA",32.715738,-117.1610838,"Richmond, VA, USA",37.5407246,-77.4360481,3625.23
894,"San Diego, CA, USA",32.715738,-117.1610838,"Louisville, KY, USA",38.2526647,-85.7584557,2894.5
895,"San Diego, CA, USA",32.715738,-117.1610838,"Salt Lake City, UT, USA",40.7607793,-111.8910474,1009.83
896,"San Diego, CA, USA",32.715738,-117.1610838,"New Orleans, LA, USA",29.95106579999999,-90.0715323,2584.14
897,"San Diego, CA, USA",32.715738,-117.1610838,"Hartford, CT, USA",41.7658043,-72.6733723,4017.31
898,"San Diego, CA, USA",32.715738,-117.1610838,"Buffalo, NY, USA",42.88644679999999,-78.8783689,3513.81
899,"San Diego, CA, USA",32.715738,-117.1610838,"Birmingham, AL, USA",33.5185892,-86.8103567,2817.93
900,"Tampa, FL, USA",27.950575,-82.4571776,"Portland, OR, USA",45.515232,-122.6783853,4024.58
901,"Tampa, FL, USA",27.950575,-82.4571776,"Seattle, WA, USA",47.6062095,-122.3320708,4065.35
902,"Tampa, FL, USA",27.950575,-82.4571776,"New York, NY, USA",40.7127753,-74.0059728,1615.45
903,"Tampa, FL, USA",27.950575,-82.4571776,"Los Angeles, CA, USA",34.0522342,-118.2436849,3459.52
904,"Tampa, FL, USA",27.950575,-82.4571776,"Chicago, IL, USA",41.8781136,-87.6297982,1618.05
905,"Tampa, FL, USA",27.950575,-82.4571776,"Dallas, TX, USA",32.7766642,-96.7969879,1475.13
906,"Tampa, FL, USA",27.950575,-82.4571776,"Houston, TX, USA",29.7604267,-95.3698028,1272.83
907,"Tampa, FL, USA",27.950575,-82.4571776,"Washington, DC, USA",38.9071923,-77.0368707,1317.38
908,"Tampa, FL, USA",27.950575,-82.4571776,"Philadelphia, PA, USA",39.9525839,-75.1652215,1493.09
909,"Tampa, FL, USA",27.950575,-82.4571776,"Atlanta, GA, USA",33.748752,-84.38768449999999,670.5
910,"Tampa, FL, USA",27.950575,-82.4571776,"Miami, FL, USA",25.7616798,-80.1917902,331.26
911,"Tampa, FL, USA",27.950575,-82.4571776,"Phoenix, AZ, USA",33.4483771,-112.0740373,2886.57
912,"Tampa, FL, USA",27.950575,-82.4571776,"Boston, MA, USA",42.3600825,-71.0588801,1904.14
913,"Tampa, FL, USA",27.950575,-82.4571776,"Riverside, CA, USA",33.9806005,-117.3754942,3379.31
914,"Tampa, FL, USA",27.950575,-82.4571776,"San Francisco, CA, USA",37.7749295,-122.4194155,3856.96
915,"Tampa, FL, USA",27.950575,-82.4571776,"Detroit, MI, USA",42.331427,-83.0457538,1599.96
916,"Tampa, FL, USA",27.950575,-82.4571776,"Minneapolis, MN, USA",44.977753,-93.2650108,2121.23
917,"Tampa, FL, USA",27.950575,-82.4571776,"San Diego, CA, USA",32.715738,-117.1610838,3357.4
918,"Tampa, FL, USA",27.950575,-82.4571776,"Tampa, FL, USA",27.950575,-82.4571776,10.0
919,"Tampa, FL, USA",27.950575,-82.4571776,"Denver, CO, USA",39.7392358,-104.990251,2448.53
920,"Tampa, FL, USA",27.950575,-82.4571776,"Baltimore, MD, USA",39.2903848,-76.6121893,1371.33
921,"Tampa, FL, USA",27.950575,-82.4571776,"St. Louis, MO, USA",38.6270025,-90.1994042,1386.92
922,"Tampa, FL, USA",27.950575,-82.4571776,"Charlotte, NC, USA",35.2270869,-80.8431267,823.39
923,"Tampa, FL, USA",27.950575,-82.4571776,"Orlando, FL, USA",28.5383832,-81.3789269,124.21
924,"Tampa, FL, USA",27.950575,-82.4571776,"San Antonio, TX, USA",29.4251905,-98.4945922,1571.69
925,"Tampa, FL, USA",27.950575,-82.4571776,"Sacramento, CA, USA",38.5815719,-121.4943996,3784.87
926,"Tampa, FL, USA",27.950575,-82.4571776,"Pittsburgh, PA, USA",40.44062479999999,-79.9958864,1406.98
927,"Tampa, FL, USA",27.950575,-82.4571776,"Austin, TX, USA",30.267153,-97.7430608,1505.98
928,"Tampa, FL, USA",27.950575,-82.4571776,"Las Vegas, NV, USA",36.171563,-115.1391009,3195.51
929,"Tampa, FL, USA",27.950575,-82.4571776,"Cincinnati, OH, USA",39.1031182,-84.5120196,1254.54
930,"Tampa, FL, USA",27.950575,-82.4571776,"Kansas City, MO, USA",39.0997265,-94.5785667,1669.95
931,"Tampa, FL, USA",27.950575,-82.4571776,"Columbus, OH, USA",39.9611755,-82.99879419999999,1336.44
932,"Tampa, FL, USA",27.950575,-82.4571776,"Indianapolis, IN, USA",39.768403,-86.158068,1357.43
933,"Tampa, FL, USA",27.950575,-82.4571776,"Cleveland, OH, USA",41.49932,-81.6943605,1508.15
